,W,"(0, 1)","(1, 0)"
0.023888335918150042,73.25,96.25,96.5
0.02395777875512141,73.25,96.25,96.5
0.024027221592092775,73.25,96.25,96.5
0.024096664429064142,73.25,96.25,96.5
0.02416610726603551,73.25,96.25,96.5
0.024235550103006875,73.25,96.25,96.5
0.024304992939978242,73.25,96.25,96.5
0.02437443577694961,73.25,96.25,96.5
0.024443878613920975,73.25,96.25,96.5
0.024513321450892342,73.25,96.25,96.5
0.024582764287863705,73.25,96.25,96.5
0.02465220712483507,73.25,96.25,96.5
0.02472164996180644,73.25,96.25,96.5
0.024791092798777805,73.25,96.25,96.5
0.02486053563574917,73.25,96.25,96.5
0.02492997847272054,73.25,96.25,96.5
0.024999421309691905,73.25,96.25,96.5
0.02506886414666327,73.25,96.25,96.5
0.025138306983634638,73.25,96.25,96.5
0.025207749820606005,73.25,96.25,96.5
0.02527719265757737,73.25,96.25,96.5
0.025346635494548738,73.25,96.25,96.5
0.025416078331520105,73.25,96.25,96.5
0.02548552116849147,73.25,96.25,96.5
0.025554964005462838,73.25,96.25,96.5
0.0256244068424342,73.25,96.25,96.5
0.025693849679405568,73.25,96.25,96.5
0.025763292516376934,73.25,96.25,96.5
0.0258327353533483,73.25,96.25,96.5
0.025902178190319668,73.25,96.25,96.5
0.025971621027291034,73.25,96.25,96.5
0.0260410638642624,73.25,96.25,96.5
0.026110506701233768,73.25,96.25,96.5
0.026179949538205134,73.25,96.25,96.5
0.0262493923751765,73.25,96.25,96.5
0.026318835212147867,73.25,96.25,96.5
0.026388278049119234,73.25,96.25,96.5
0.0264577208860906,73.25,96.25,96.5
0.026527163723061967,73.25,96.25,96.5
0.026596606560033334,73.25,96.25,96.5
0.026666049397004697,73.25,96.25,96.5
0.026735492233976064,73.25,96.25,96.5
0.02680493507094743,73.25,96.25,96.5
0.026874377907918797,73.25,96.25,96.5
0.026943820744890164,73.25,96.25,96.5
0.02701326358186153,73.0,96.25,96.5
0.027082706418832897,73.0,96.25,96.5
0.027152149255804264,73.0,96.25,96.5
0.02722159209277563,73.0,96.25,96.5
0.027291034929746997,73.0,96.25,96.5
0.027360477766718364,73.0,96.25,96.5
0.02742992060368973,73.0,96.25,96.5
0.027499363440661097,73.0,96.25,96.5
0.027568806277632463,73.0,96.25,96.5
0.02763824911460383,73.0,96.25,96.5
0.027707691951575197,73.0,96.25,96.5
0.02777713478854656,73.0,96.25,96.5
0.027846577625517926,73.0,96.25,96.5
0.027916020462489293,73.0,96.25,96.5
0.02798546329946066,73.0,96.25,96.5
0.028054906136432026,73.0,96.25,96.5
0.028124348973403393,73.0,96.25,96.5
0.02819379181037476,73.0,96.25,96.5
0.028263234647346126,73.0,96.25,96.5
0.028332677484317493,73.0,96.25,96.5
0.02840212032128886,73.0,96.25,96.5
0.028471563158260226,73.0,96.25,96.5
0.028541005995231593,73.0,96.25,96.5
0.02861044883220296,73.0,96.25,96.5
0.028679891669174326,73.0,96.25,96.5
0.028749334506145693,73.0,96.25,96.5
0.028818777343117056,73.0,96.25,96.5
0.028888220180088423,73.0,96.25,96.5
0.02895766301705979,73.0,96.25,96.5
0.029027105854031156,73.0,96.25,96.5
0.029096548691002522,73.0,96.25,96.5
0.02916599152797389,73.0,96.25,96.5
0.029235434364945256,73.0,96.25,96.5
0.029304877201916622,73.0,96.25,96.5
0.02937432003888799,73.0,96.25,96.5
0.029443762875859356,73.0,96.25,96.5
0.029513205712830722,73.0,96.25,96.5
0.02958264854980209,73.0,96.25,96.5
0.029652091386773455,73.0,96.25,96.5
0.029721534223744822,73.0,96.25,96.5
0.02979097706071619,73.0,96.25,96.5
0.029860419897687552,73.0,96.25,96.5
0.02992986273465892,73.0,96.25,96.5
0.029999305571630285,73.0,96.25,96.5
0.030068748408601652,73.0,96.25,96.5
0.03013819124557302,73.0,96.25,96.5
0.030207634082544385,73.0,96.25,96.5
0.03027707691951575,73.0,96.25,96.5
0.03034651975648712,73.0,96.25,96.5
0.030415962593458485,73.0,96.25,96.5
0.03048540543042985,73.0,96.25,96.5
0.030554848267401218,73.0,96.25,96.5
0.030624291104372585,73.0,96.25,96.5
0.03069373394134395,73.0,96.25,96.5
0.030763176778315318,73.0,96.25,96.5
0.030832619615286685,73.0,96.25,96.5
0.030902062452258048,73.0,96.25,96.5
0.030971505289229415,73.0,96.25,96.5
0.03104094812620078,73.0,96.25,96.5
0.031110390963172148,73.0,96.25,96.5
0.031179833800143514,73.0,96.25,96.5
0.03124927663711488,73.0,96.25,96.5
0.03131871947408625,73.0,96.25,96.5
0.031388162311057614,73.0,96.25,96.5
0.03145760514802898,73.0,96.25,96.5
0.03152704798500035,73.0,96.25,96.5
0.03159649082197171,73.0,96.25,96.5
0.03166593365894308,73.0,96.25,96.5
0.031735376495914444,73.0,96.25,96.5
0.031804819332885814,73.0,96.25,96.5
0.03187426216985718,73.0,96.25,96.5
0.03194370500682855,73.0,96.25,96.5
0.03201314784379991,73.0,96.25,96.5
0.03208259068077128,73.0,96.25,96.5
0.032152033517742644,73.0,96.25,96.5
0.032221476354714014,73.0,96.25,96.5
0.03229091919168538,73.0,96.25,96.5
0.03236036202865675,73.0,96.25,96.5
0.03242980486562811,73.0,96.25,96.5
0.032499247702599474,73.0,96.25,96.5
0.032568690539570844,73.0,96.25,96.5
0.03263813337654221,73.0,96.25,96.5
0.03270757621351358,73.0,96.25,96.5
0.03277701905048494,73.0,96.25,96.5
0.03284646188745631,73.0,96.25,96.5
0.03291590472442767,73.0,96.25,96.5
0.032985347561399044,73.0,96.25,96.5
0.03305479039837041,73.0,96.25,96.5
0.03312423323534178,73.0,96.25,96.5
0.03319367607231314,73.0,96.25,96.5
0.03326311890928451,73.0,96.25,96.5
0.03333256174625587,73.0,96.25,96.5
0.03340200458322724,73.0,96.25,96.5
0.033471447420198606,73.0,96.25,96.5
0.03354089025716997,73.0,96.25,96.5
0.03361033309414134,73.0,96.25,96.5
0.0336797759311127,73.0,96.25,96.5
0.03374921876808407,73.0,96.25,96.5
0.033818661605055436,73.0,96.25,96.5
0.033888104442026806,73.0,96.25,96.5
0.03395754727899817,73.0,96.25,96.5
0.03402699011596954,73.0,96.25,96.5
0.0340964329529409,73.0,96.25,96.5
0.03416587578991227,73.0,96.25,96.5
0.034235318626883636,73.0,96.25,96.5
0.034304761463855006,73.0,96.25,96.5
0.03437420430082637,73.0,96.25,96.5
0.03444364713779774,73.0,96.25,96.5
0.0345130899747691,73.0,96.25,96.5
0.034582532811740466,73.0,96.25,96.5
0.034651975648711836,73.0,96.25,96.5
0.0347214184856832,73.0,96.25,96.5
0.03479086132265457,73.0,96.25,96.5
0.03486030415962593,73.0,96.25,96.5
0.0349297469965973,73.0,96.25,96.5
0.034999189833568665,73.0,96.25,96.5
0.035068632670540036,73.0,96.25,96.5
0.0351380755075114,73.0,96.25,96.5
0.03520751834448277,73.0,96.25,96.5
0.03527696118145413,73.0,96.25,96.5
0.0353464040184255,73.0,96.25,96.5
0.035415846855396865,73.0,96.25,96.5
0.035485289692368235,73.0,96.25,96.5
0.0355547325293396,73.0,96.25,96.5
0.03562417536631096,73.0,96.25,96.5
0.03569361820328233,73.0,96.25,96.5
0.035763061040253695,73.0,96.25,96.5
0.035832503877225065,73.0,96.25,96.5
0.03590194671419643,73.0,96.25,96.5
0.0359713895511678,73.0,96.25,96.5
0.03604083238813916,73.0,96.25,96.5
0.03611027522511053,73.0,96.25,96.5
0.036179718062081895,73.0,96.25,96.5
0.036249160899053265,73.0,96.25,96.5
0.03631860373602463,73.0,96.25,96.5
0.036388046572996,73.0,96.25,96.5
0.03645748940996736,73.0,96.25,96.5
0.03652693224693873,73.0,96.25,96.5
0.036596375083910095,73.0,96.25,96.5
0.03666581792088146,73.0,96.25,96.5
0.03673526075785283,73.0,96.25,96.5
0.03680470359482419,73.0,96.25,96.5
0.03687414643179556,73.0,96.25,96.5
0.036943589268766924,73.0,96.25,96.5
0.037013032105738294,73.0,96.25,96.5
0.03708247494270966,73.0,96.25,96.5
0.03715191777968103,73.0,96.25,96.5
0.03722136061665239,73.0,96.25,96.5
0.03729080345362376,73.0,96.25,96.5
0.037360246290595124,73.0,96.25,96.5
0.037429689127566494,73.0,96.25,96.5
0.03749913196453786,73.0,96.25,96.5
0.03756857480150923,73.0,96.25,96.5
0.03763801763848059,73.0,96.25,96.5
0.037707460475451954,73.0,96.25,96.5
0.037776903312423324,73.0,96.25,96.5
0.03784634614939469,73.0,96.25,96.5
0.03791578898636606,73.0,96.25,96.5
0.03798523182333742,73.0,96.25,96.5
0.03805467466030879,73.0,96.25,96.5
0.038124117497280154,73.0,96.25,96.5
0.038193560334251524,73.0,96.25,96.5
0.03826300317122289,73.0,96.25,96.5
0.03833244600819426,73.0,96.25,96.5
0.03840188884516562,73.0,96.25,96.5
0.03847133168213699,73.0,96.25,96.5
0.03854077451910835,73.0,96.25,96.5
0.038610217356079723,73.0,96.25,96.5
0.03867966019305109,73.0,96.25,96.5
0.03874910303002245,73.0,96.25,96.5
0.03881854586699382,73.0,96.25,96.5
0.03888798870396518,73.0,96.25,96.5
0.03895743154093655,73.0,96.25,96.5
0.039026874377907916,73.0,96.25,96.5
0.039096317214879286,73.0,96.25,96.5
0.03916576005185065,73.0,96.25,96.5
0.03923520288882202,73.0,96.25,96.5
0.03930464572579338,73.0,96.25,96.5
0.03937408856276475,73.0,96.25,96.5
0.039443531399736116,73.0,96.25,96.5
0.039512974236707486,73.0,96.25,96.5
0.03958241707367885,73.0,96.25,96.5
0.03965185991065022,73.0,96.25,96.5
0.03972130274762158,73.0,96.25,96.5
0.039790745584592946,73.0,96.25,96.5
0.039860188421564316,73.0,96.25,96.5
0.03992963125853568,73.0,96.25,96.5
0.03999907409550705,73.0,96.25,96.5
0.04006851693247841,73.0,96.25,96.5
0.04013795976944978,73.0,96.25,96.5
0.040207402606421146,73.0,96.25,96.5
0.040276845443392516,73.0,96.25,96.5
0.04034628828036388,73.0,96.25,96.5
0.04041573111733525,73.0,96.25,96.5
0.04048517395430661,73.0,96.25,96.5
0.04055461679127798,73.0,96.25,96.5
0.040624059628249345,73.0,96.25,96.5
0.040693502465220716,73.0,96.25,96.5
0.04076294530219208,73.0,96.25,96.5
0.04083238813916344,73.0,96.25,96.5
0.04090183097613481,73.0,96.25,96.5
0.040971273813106175,73.0,96.25,96.5
0.041040716650077545,73.0,96.25,96.5
0.04111015948704891,73.0,96.25,96.5
0.04117960232402028,73.0,96.25,96.5
0.04124904516099164,73.0,96.25,96.5
0.04131848799796301,73.0,96.25,96.5
0.041387930834934375,73.0,96.25,96.5
0.041457373671905745,73.0,96.25,96.5
0.04152681650887711,73.0,96.25,96.5
0.04159625934584848,73.0,96.25,96.5
0.04166570218281984,73.0,96.25,96.5
0.04173514501979121,73.0,96.25,96.5
0.041804587856762575,73.0,96.25,96.5
0.04187403069373394,73.0,96.25,96.5
0.04194347353070531,73.0,96.25,96.5
0.04201291636767667,73.0,96.25,96.5
0.04208235920464804,73.0,96.25,96.5
0.042151802041619404,73.0,96.25,96.5
0.042221244878590775,73.0,96.25,96.5
0.04229068771556214,73.0,96.25,96.5
0.04236013055253351,73.0,96.25,96.5
0.04242957338950487,73.0,96.25,96.5
0.04249901622647624,73.0,96.25,96.5
0.042568459063447604,73.0,96.25,96.5
0.042637901900418974,73.0,96.25,96.5
0.04270734473739034,73.0,96.25,96.5
0.04277678757436171,73.0,96.25,96.5
0.04284623041133307,73.0,96.25,96.5
0.042915673248304434,73.0,96.25,96.5
0.042985116085275804,73.0,96.25,96.5
0.04305455892224717,73.0,96.25,96.5
0.04312400175921854,73.0,96.25,96.5
0.0431934445961899,73.0,96.25,96.5
0.04326288743316127,73.0,96.25,96.5
0.043332330270132634,73.0,96.25,96.5
0.043401773107104004,73.0,96.25,96.5
0.04347121594407537,73.0,96.25,96.5
0.04354065878104674,73.0,96.25,96.5
0.0436101016180181,73.0,96.25,96.5
0.04367954445498947,73.0,96.25,96.5
0.043748987291960834,73.0,96.25,96.5
0.043818430128932204,73.0,96.25,96.5
0.04388787296590357,73.0,96.25,96.5
0.04395731580287493,73.0,96.25,96.5
0.0440267586398463,73.0,96.25,96.5
0.04409620147681766,73.0,96.25,96.5
0.04416564431378903,73.0,96.25,96.5
0.0442350871507604,73.0,96.25,96.5
0.04430452998773177,73.0,96.25,96.5
0.04437397282470313,73.0,96.25,96.5
0.0444434156616745,73.0,96.25,96.5
0.04451285849864586,73.0,96.25,96.5
0.04458230133561723,73.0,96.25,96.5
0.044651744172588596,73.0,96.25,96.5
0.044721187009559966,73.0,96.25,96.5
0.04479062984653133,73.0,96.25,96.5
0.0448600726835027,73.0,96.25,96.5
0.04492951552047406,73.0,96.25,96.5
0.044998958357445426,73.0,96.25,96.5
0.045068401194416796,73.0,96.25,96.5
0.04513784403138816,73.0,96.25,96.5
0.04520728686835953,73.0,96.25,96.5
0.04527672970533089,73.0,96.25,96.5
0.04534617254230226,73.0,96.25,96.5
0.045415615379273626,73.0,96.25,96.5
0.045485058216244996,73.0,96.25,96.5
0.04555450105321636,73.0,96.25,96.5
0.04562394389018773,73.0,96.25,96.5
0.04569338672715909,73.0,96.25,96.5
0.04576282956413046,73.0,96.25,96.5
0.045832272401101826,73.0,96.25,96.5
